name,url,grade,city,country,address,locality,region,postal,lat,lon,place_id
R21,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/r21,selected,Amsterdam,Netherlands,Peperstraat 23 Amsterdam Noord-Holland 1011 TJ NLD,Amsterdam,Noord-Holland,1011 TJ,52.3715951,4.9077573,ChIJ-VEiq2kJxkcRd81WgAwPjM0
REQUINQUER,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/requinquer,selected,Tokyo,Japan,"5-17-11 Shirokanedai, Minato-ku Tokyo Tokyo 108-0071 JPN",Tokyo,Tokyo,108-0071,35.6375912,139.7233024,ChIJtccVlASLGGARoUk3MeeAKQA
RISTORANTE Al Porto,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ristorante-al-porto,selected,Tokyo,Japan,"B1F, 3-24-9 Nishiazabu, Minato-ku Tokyo Tokyo 106-0031 JPN",Tokyo,Tokyo,106-0031,35.65886130000001,139.7243287,ChIJ508KYHCLGGARwr_-P_DTcFo
RMW Carne,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/rmw-carne,selected,Seoul,South Korea,"2F, 12 Daesagwan-ro 5-gil, Yongsan-gu Seoul Seoul Capital Area 04400 KOR",Seoul,Seoul Capital Area,04400,37.5348321,127.0008554,ChIJn0TDwqajfDURT2z0yC1_Ahs
ROPPONGI RIAN,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/roppongi-rian,selected,Tokyo,Japan,"4F, 6-2-6 Roppongi, Minato-ku Tokyo Tokyo 106-0032 JPN",Tokyo,Tokyo,106-0032,35.6621057,139.7308112,ChIJySBK8rSLGGARUEuug8rJgiw
Raisan,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/raisan,selected,Tokyo,Japan,"5-9-9 Yoyogi, Shibuya-ku Tokyo Tokyo 151-0053 JPN",Tokyo,Tokyo,151-0053,35.6863845,139.7004339,ChIJB9gt78-MGGAR1m-scQlkRsg
Rambutan,https://guide.michelin.com/en/greater-london/london/restaurant/rambutan,selected,London,United Kingdom,"10 Stoney Street, Borough Market London Greater London SE1 9AD GBR",London,Greater London,SE1 9AD,51.50556090000001,-0.0915199,ChIJnZxnVJUDdkgRs7i5rhmIjwM
Ramsey,https://guide.michelin.com/en/busan-region/busan_1025838/restaurant/ramsey,selected,Busan,South Korea,"3F, 38 Gwanganhaebyeon-ro 284 beon-gil, Suyeong-gu Busan Busan 48285 KOR",Busan,Busan,48285,35.153333,129.1252855,ChIJ1RGsrIDtaDURDbicL7UI8Yg
Ramón Freixa Tradición,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/ramon-freixa-tradicion,selected,Madrid,Spain,Velázquez 24 Madrid Community of Madrid 28001 ESP,Madrid,Community of Madrid,28001,40.4241855,-3.6837693,ChIJY6YqewApQg0RKjwKbXoha-4
Rark,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/rark,selected,Bangkok,Thailand,"4 Pridiphanomyong 26 Road, Soi Phatthana Wet 3, Khlong Tan Nuea, Vadhana Bangkok Bangkok Region 10110 THA",Bangkok,Bangkok Region,10110,13.726372,100.6002503,ChIJg-r64m2h4jARUck2boUMUjw
Regalo,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/regalo,selected,Tokyo,Japan,"B1F, 4-6-2 Yoyogi, Shibuya-ku Tokyo Tokyo 151-0053 JPN",Tokyo,Tokyo,151-0053,35.6783371,139.6928569,ChIJNy3hEsuMGGARSQMvAtwVAzI
Restaurant Gordon Ramsay High,https://guide.michelin.com/en/greater-london/london/restaurant/restaurant-gordon-ramsay-high,selected,London,United Kingdom,"60th Floor, 22 Bishopsgate, City of London London Greater London EC2N 4BQ GBR",London,Greater London,EC2N 4BQ,51.5144189,-0.0830479,ChIJ_0dDsFIDdkgRhVvXnvnF49A
Restaurant OY,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/restaurant-oy,selected,Seoul,South Korea,"B1F, 48-12 Seolleung-ro 148-gil, Gangnam-gu Seoul Seoul Capital Area 06064 KOR",Seoul,Seoul Capital Area,06064,37.5221993,127.0432992,ChIJR1GiswGlfDURukx-bP-iXiw
Retrobottega,https://guide.michelin.com/en/lazio/roma/restaurant/retrobottega,selected,Rome,Italy,via della Stelletta 4 Rome Lazio 00186 ITA,Rome,Lazio,00186,41.9019254,12.475204,ChIJVYm1AVFgLxMRgMGqr8Hf9Gw
Reunros (Yan Nawa),https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/reunros,selected,Bangkok,Thailand,"Bangkok Square, 762/2 Rama 3 Road, Bang Phongphang, Yan Nawa Bangkok Bangkok Region 10120 THA",Bangkok,Bangkok Region,10120,13.6726498,100.5342247,ChIJTxh5u_ah4jAR0edhLKFESF8
RiVi,https://guide.michelin.com/en/osaka-region/osaka/restaurant/rivi,selected,Osaka,Japan,"1-16-28 Kyomachibori, Nishi-ku Osaka Osaka 550-0003 JPN",Osaka,Osaka,550-0003,34.6871292,135.4938951,ChIJGWqVsfvmAGARrZZrcyWUG0w
Rialto,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/rialto,selected,Seoul,South Korea,"2F, 13 Samseong-ro 149-gil, Gangnam-gu Seoul Seoul Capital Area 06063 KOR",Seoul,Seoul Capital Area,06063,37.5231857,127.0465505,ChIJ_8E--UylfDURJRP1Kevybus
Rice Field,https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/rice-field,selected,Ho Chi Minh City,Vietnam,"2F, 75-77 Ho Tung Mau Street, Ben Nghe Ward, District 1 Ho Chi Minh City Hồ Chí Minh 700000 VNM",Ho Chi Minh City,Hồ Chí Minh,700000,10.7720055,106.7037291,ChIJvRWnOkEvdTER3THjhAkB-m0
Ristorante ACQUA PAZZA,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ristorante-acqua-pazza,selected,Tokyo,Japan,"2F, Passage Aoyama, 2-27-18 Minamiaoyama, Minato-ku Tokyo Tokyo 107-0062 JPN",Tokyo,Tokyo,107-0062,35.6691013,139.7166933,ChIJj7nDu7eNGGARRlwH9Tzo8Mo
Ristorante Angelo,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ristorante-angelo,selected,Tokyo,Japan,"3-17-21 Higashigotanda, Shinagawa-ku Tokyo Tokyo 141-0022 JPN",Tokyo,Tokyo,141-0022,35.6262321,139.7281585,ChIJt3_nxvmKGGARU94hgQc4B8w
Ristorante HONDA,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ristorante-honda,selected,Tokyo,Japan,"2-12-35 Kitaaoyama, Minato-ku Tokyo Tokyo 107-0061 JPN",Tokyo,Tokyo,107-0061,35.67027,139.7144913,ChIJW1qyVr2MGGAR5R7JFPKf8CI
Riva del Fiume,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/riva-del-fiume,selected,Bangkok,Thailand,"LF, Four Seasons Hotel Bangkok at Chao Phraya River, 300/1 Charoen Krung Road, Yan Nawa, Sathon Bangkok Bangkok Region 10120 THA",Bangkok,Bangkok Region,10120,13.7119675,100.5101059,ChIJFaat39aZ4jARDcVFJThulb0
Rocacho Plaza,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/rocacho-plaza,selected,Madrid,Spain,Plaza del Marqués de Salamanca 9 Madrid Community of Madrid 28006 ESP,Madrid,Community of Madrid,28006,40.4298622,-3.6790574,ChIJSRcQSQYpQg0RhyqbwLwgwos
Roe,https://guide.michelin.com/en/greater-london/london/restaurant/roe,selected,London,United Kingdom,"5 Park Drive, Canary Wharf London Greater London E14 9GG GBR",London,Greater London,E14 9GG,51.5023057,-0.0152132,ChIJ2xMBYYIDdkgR4aYnWkJ9vG8
Rooster,https://guide.michelin.com/en/ile-de-france/paris/restaurant/rooster,selected,Paris,France,137 rue Cardinet Paris Ile-de-France 75017 FRA,Paris,Ile-de-France,75017,48.8867428,2.3130887,ChIJsz8Sqrpv5kcRm1B61Dpq_t8
Roscioli,https://guide.michelin.com/en/lazio/roma/restaurant/roscioli,selected,Rome,Italy,via dei Giubbonari 21 Rome Lazio 00186 ITA,Rome,Lazio,00186,41.894256,12.4742417,ChIJ4T6-zEhgLxMRSa1VL3N0DyY
Rosi,https://guide.michelin.com/en/greater-london/london/restaurant/rosi-1240993,selected,London,United Kingdom,"The Beaumont Hotel, 8 Balderton Street, Brown Hart Gardens, Mayfair London Greater London W1K 6TF GBR",London,Greater London,W1K 6TF,51.5128548,-0.1523648,ChIJiT3IOmMFdkgRhAKU7tiqqc4
Rote Bar,https://guide.michelin.com/en/vienna/wien/restaurant/rote-bar,selected,Vienna,Austria,Philharmonikerstraße 4 Vienna Vienna 1010 AUT,Vienna,Vienna,1010,48.2039459,16.3698418,ChIJI85wbpwHbUcRTYQo-yZgyQw
Royal China Club,https://guide.michelin.com/en/greater-london/london/restaurant/royal-china-club,selected,London,United Kingdom,"40-42 Baker Street, Marylebone London Greater London W1U 7AJ GBR",London,Greater London,W1U 7AJ,51.5183846,-0.1555513,ChIJWzYhs80adkgRKIvFea5zXSA
Rules,https://guide.michelin.com/en/greater-london/london/restaurant/rules,selected,London,United Kingdom,"35 Maiden Lane, Covent Garden London Greater London WC2E 7LB GBR",London,Greater London,WC2E 7LB,51.510833,-0.1231694,ChIJbUnC58oEdkgR4pwzPtYGrbY
Rural,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/rural,selected,Madrid,Spain,Marqués de Cubas 8 Madrid Community of Madrid 28014 ESP,Madrid,Community of Madrid,28014,40.4171147,-3.6955638,ChIJ288on_UpQg0RAt5Sc69HgEk
Ryuen,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ryuen,selected,Tokyo,Japan,"7F, 2-10-11 Nihombashiningyocho, Chuo-ku Tokyo Tokyo 103-0013 JPN",Tokyo,Tokyo,103-0013,35.686234,139.784539,ChIJ1_FOtE-JGGAR_cxJzzITqhA
Ryunique,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/ryunique,selected,Seoul,South Korea,"8-1 Dosan-daero 45-gil, Gangnam-gu Seoul Seoul Capital Area 06021 KOR",Seoul,Seoul Capital Area,06021,37.5229162,127.0359991,ChIJS9nKAOujfDURJv1LbZxRs-k
RíasKru,https://guide.michelin.com/en/catalunya/barcelona/restaurant/riaskru,selected,Barcelona,Spain,Lleida 7 Barcelona Catalonia 08004 ESP,Barcelona,Catalonia,08004,41.3742731,2.1545964,ChIJeQu9LXuipBIRWL2eYjhP-k8
SAKAKI,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sakaki,selected,Tokyo,Japan,"2-12-12 Kyobashi, Chuo-ku Tokyo Tokyo 104-0031 JPN",Tokyo,Tokyo,104-0031,35.6760114,139.7714728,ChIJc2XjQuKLGGAR_ZxIyDPQGr0
SAN,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/san,selected,Seoul,South Korea,"B1, 6 Eonju-ro 168-gil, Gangnam-gu Seoul Seoul Capital Area 06020 KOR",Seoul,Seoul Capital Area,06020,37.5249265,127.0325905,ChIJ_f318Y6jfDURJT8z3uE0U9I
SHIKI Brasserie & Bar,https://guide.michelin.com/en/vienna/wien/restaurant/shiki-brasserie-bar,selected,Vienna,Austria,Krugerstraße 3 Vienna Vienna 1010 AUT,Vienna,Vienna,1010,48.2041252,16.3710172,ChIJn_JAP5wHbUcRu75ZVUPFuMs
SHIKI Japanese Fine Dining,https://guide.michelin.com/en/vienna/wien/restaurant/shiki,selected,Vienna,Austria,Krugerstraße 3 Vienna Vienna 1010 AUT,Vienna,Vienna,1010,48.2041252,16.3710172,ChIJn_JAP5wHbUcRu75ZVUPFuMs
SIIO,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/siio,selected,Seoul,South Korea,"33 Dosan-daero 54-gil, Gangnam-gu Seoul Seoul Capital Area 06056 KOR",Seoul,Seoul Capital Area,06056,37.5205221,127.0391814,ChIJWbXUVBKjfDURcZ1ufEGa43I
ST25 by KOTO,https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/st25-by-koto,selected,Ho Chi Minh City,Vietnam,"2F, Sofitel Saigon Plaza, 17 Le Duan Blvd, Ben Nghe Ward, District 1 Ho Chi Minh City Hồ Chí Minh 70000 VNM",Ho Chi Minh City,Hồ Chí Minh,70000,10.7837441,106.7022116,ChIJ6aNoJgAvdTERaCx1nlbCbJg
STAY,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/stay,selected,Seoul,South Korea,"81F Lotteworld Tower, 300 Olympic-ro, Songpa-gu Seoul Seoul Capital Area 05551 KOR",Seoul,Seoul Capital Area,05551,37.5125689,127.1025792,ChIJCRrErCClfDUR1urQD2jmQKw
STŮL,https://guide.michelin.com/en/prague/prague/restaurant/stul,selected,Prague,Czech Republic,U Matěje 152/1 Prague Prague 6 160 00 CZE,Prague,Prague,6 160 00,50.1132353,14.3797941,ChIJzSrJ2oGVC0cRM6Zl9LFLuCw
SUKIYAKI ASAI,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sukiyaki-asai,selected,Tokyo,Japan,"3-11-15 Toranomon, Minato-ku Tokyo Tokyo 105-0001 JPN",Tokyo,Tokyo,105-0001,35.6653351,139.747056,ChIJ9ZdAApmLGGARo-WX6PD3gy8
Sael,https://guide.michelin.com/en/greater-london/london/restaurant/sael,selected,London,United Kingdom,"1 St James's Market, St. James's London Greater London SW1Y 4QQ GBR",London,Greater London,SW1Y 4QQ,51.5088908,-0.1332191,ChIJJ3nC0IcFdkgRtbwyO_J5B-k
Saigon Recipe,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/saigon-recipe,selected,Bangkok,Thailand,"Piman 49, B3 Building, 46/5 Soi Sukhumvit 49, Khlong Tan Nuea, Vadhana Bangkok Bangkok Region 10110 THA",Bangkok,Bangkok Region,10110,13.7321831,100.5766324,ChIJxdmqz6qf4jARzJk0M_JFNA0
Sakuragi,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sakuragi,selected,Tokyo,Japan,"2F, 3-7-2 Tsukiji, Chuo-ku Tokyo Tokyo 104-0045 JPN",Tokyo,Tokyo,104-0045,35.6679031,139.7737344,ChIJ1YA_leWJGGARq3YF62OrrI4
Salabka,https://guide.michelin.com/en/prague/prague/restaurant/salabka,selected,Prague,Czech Republic,K Bohnicím 849/2a Prague Prague 171 00 CZE,Prague,Prague,171 00,50.1208659,14.4098868,ChIJUQb3NtHqC0cRfrJUIITVkjU
Sam's Riverside,https://guide.michelin.com/en/greater-london/london/restaurant/sam-s-riverside,selected,London,United Kingdom,"1 Crisp Walk, Hammersmith London Greater London W6 9DN GBR",London,Greater London,W6 9DN,51.488237,-0.2279885999999999,ChIJU384RGQPdkgRVf21TehGvy8
San Baylon,https://guide.michelin.com/en/lazio/roma/restaurant/san-baylon,selected,Rome,Italy,via di Ripetta 232 Rome Lazio 00186 ITA,Rome,Lazio,00186,41.9085356,12.4759667,ChIJfYDkizNhLxMRhzualoifcTE
Sang Thatien,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/sang-tha-tien,selected,Bangkok,Thailand,"75 Maha Rat Road, Phra Borom Maha Ratchawang, Phra Nakhon Bangkok Bangkok Region 10200 THA",Bangkok,Bangkok Region,10200,13.7452141,100.4914343,ChIJg4mOiySZ4jARp3NPQ9A9RGc
Sanro,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/sanro,selected,Seoul,South Korea,"2F, 518 Dosan-daero, Gangnam-gu Seoul Seoul Capital Area 06070 KOR",Seoul,Seoul Capital Area,06070,37.524174,127.0497815,ChIJT0yLpi-lfDURlC034_SeSQo
Sansho,https://guide.michelin.com/en/prague/prague/restaurant/sansho,selected,Prague,Czech Republic,Petrská 25 Prague Prague 110 00 CZE,Prague,Prague,110 00,50.0917636,14.4348471,ChIJa-WapL-UC0cReRIiMMl92uM
Santo Remedio,https://guide.michelin.com/en/greater-london/london/restaurant/santo-remedio,selected,London,United Kingdom,"152 Tooley Street, Southwark London Greater London SE1 2TU GBR",London,Greater London,SE1 2TU,51.5036308,-0.0809753,ChIJnVPRUqUcdkgRcLgam6bOw94
Sanwa,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sanwa,selected,Tokyo,Japan,"B1F, 5-13-14 Shirokanedai, Minato-ku Tokyo Tokyo 108-0071 JPN",Tokyo,Tokyo,108-0071,35.6377548,139.7227937,ChIJMRwV-hOLGGARJN5g-bWs51c
Sanyod (Bang Rak),https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/sanyod-sathon-bang-rak,selected,Bangkok,Thailand,"89 Soi Charat Wiang, Si Lom, Bang Rak Bangkok Bangkok Region 10500 THA",Bangkok,Bangkok Region,10500,13.7188385,100.5176718,ChIJi8XyU9Oe4jARrOjDdixXim0
Sapori,https://guide.michelin.com/en/bern-region/interlaken/restaurant/sapori184095,selected,Interlaken,Switzerland,Höheweg 41 Interlaken Berne 3800 CHE,Interlaken,Berne,3800,46.6869963,7.8581534,ChIJU_qTY5mkj0cR0Xn35ExJFMQ
Sartoria by Paulo Airaudo,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/sartoria-by-paulo-airaudo,selected,Bangkok,Thailand,"56F, The Empire, 1 South Sathon Road, Yan Nawa, Sathon Bangkok Bangkok Region 10120 THA",Bangkok,Bangkok Region,10120,13.7204361,100.5301754,ChIJ1RZPUwWf4jARz2F58PfNQB4
Savoy Grill,https://guide.michelin.com/en/greater-london/london/restaurant/savoy-grill,selected,London,United Kingdom,"The Savoy, Strand London Greater London WC2R 0EU GBR",London,Greater London,WC2R 0EU,51.5106095,-0.1205802,ChIJPyb_JskEdkgRfrReO4J7lhc
Scarlett,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/scarlett,selected,Bangkok,Thailand,"37F, Pullman Hotel G, 188 Silom Road, Suriyawong, Bang Rak Bangkok Bangkok Region 10500 THA",Bangkok,Bangkok Region,10500,13.726056,100.525876,ChIJwb3uUy2f4jAR5jRfKS19D9w
Schwarzreiter Restaurant,https://guide.michelin.com/en/bayern/mnchen/restaurant/schwarzreiter,selected,Munich,Germany,Maximilianstraße 17 Munich Bavaria 80539 DEU,Munich,Bavaria,80539,48.1390008,11.5815691,ChIJCbw3_4t1nkcR3ks5yJDvy-4
Scott's,https://guide.michelin.com/en/greater-london/london/restaurant/scott-s,selected,London,United Kingdom,"20 Mount Street, Mayfair London Greater London W1K 2HE GBR",London,Greater London,W1K 2HE,51.5098953,-0.1508344999999999,ChIJcf7z3i0FdkgRp8viwzBRRn8
Seifu,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/seifu,selected,Bangkok,Thailand,"4F, Kissuisen, Bangkok Marriott Hotel The Surawongse, 262 Surawong Road, Si Phraya, Bang Rak Bangkok Bangkok Region 10500 THA",Bangkok,Bangkok Region,10500,13.7276085,100.5220418,ChIJberET_KZ4jARlAYlWk2NUJg
Sensato,https://guide.michelin.com/en/catalunya/barcelona/restaurant/sensato,selected,Barcelona,Spain,Septimania 36 Barcelona Catalonia 08006 ESP,Barcelona,Catalonia,08006,41.4051988,2.1467819,ChIJU8xFSLajpBIRtRBa-AdvMzU
Senses,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/senses318529,selected,Amsterdam,Netherlands,Vijzelstraat 45 Amsterdam Noord-Holland 1017 HE NLD,Amsterdam,Noord-Holland,1017 HE,52.3659041,4.8932993,ChIJmXCDu-oJxkcRGHNsqGzPLeQ
Sexy Fish,https://guide.michelin.com/en/greater-london/london/restaurant/sexy-fish,selected,London,United Kingdom,"4-6 Berkeley Square, Mayfair London Greater London W1J 6BR GBR",London,Greater London,W1J 6BR,51.5092932,-0.1443304,ChIJYVq92CsFdkgRVOTD3hS1L2Y
Shang Palace,https://guide.michelin.com/en/ile-de-france/paris/restaurant/shang-palace298066,selected,Paris,France,"Shangri-La, 10 avenue d'Iéna Paris Ile-de-France 75116 FRA",Paris,Ile-de-France,75116,48.863726,2.2934,ChIJC3Q8OeRv5kcRizBUU2o1qCA
Shibari Sushi and Grill,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/shibari-sushi-and-grill,selected,Madrid,Spain,"Mira el Río Baja, 20 Madrid Community of Madrid 28005 ESP",Madrid,Community of Madrid,28005,40.4069221,-3.7086615,ChIJ-7iiPgcnQg0RfMdclhX7DAo
Shimmachi Adachi,https://guide.michelin.com/en/osaka-region/osaka/restaurant/shimmachi-adachi,selected,Osaka,Japan,"3-8-10 Shimmachi, Nishi-ku Osaka Osaka 550-0013 JPN",Osaka,Osaka,550-0013,34.6763884,135.494066,ChIJ__9reATnAGAREcAVk5VzPPE
Shin Harada,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/shin-harada,selected,Tokyo,Japan,"12F, 2-6-5 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6730209,139.7678429,ChIJR_yX_-OLGGARsCa9A8FfuIA
Shintaro,https://guide.michelin.com/en/osaka-region/osaka/restaurant/shintaro,selected,Osaka,Japan,"2-5-5 Nishitemma, Kita-ku Osaka Osaka 530-0047 JPN",Osaka,Osaka,530-0047,34.6951383,135.5018309,ChIJ_8tI0ujmAGARPnxNFh3Hqvs
Shintomicho Yuasa,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/shintomicho-yuasa,selected,Tokyo,Japan,"2-7-4 Shintomi, Chuo-ku Tokyo Tokyo 104-0041 JPN",Tokyo,Tokyo,104-0041,35.6708779,139.7737045,ChIJyfuw6cmJGGARQyFxnVPW-UE
Shiomachi,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/shiomachi,selected,Tokyo,Japan,"2F, 1-34-10 Uehara, Shibuya-ku Tokyo Tokyo 151-0064 JPN",Tokyo,Tokyo,151-0064,35.669425920391,139.681963933984,ChIJFWA2a0jzGGAREu-b-QO3LBc
Shirokane Shin,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/shirokane-shin,selected,Tokyo,Japan,"3-2-3 Shirokane, Minato-ku Tokyo Tokyo 108-0072 JPN",Tokyo,Tokyo,108-0072,35.6393194,139.7302638,ChIJDerdGWuLGGAR1q7c1KXPu5Y
Shirokane Tori-Tama,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/tori-tama,selected,Bangkok,Thailand,"Park Lane, 18 Soi Sukhumvit 63, Khlong Tan Nuea, Vadhana Bangkok Bangkok Region 10110 THA",Bangkok,Bangkok Region,10110,13.7233834,100.5844093,ChIJP645tq-f4jARwzvVEUcBnfI
Shizuru,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/shizuru,selected,Tokyo,Japan,"3F, 1-3-12 Tomigaya, Shibuya-ku Tokyo Tokyo 151-0063 JPN",Tokyo,Tokyo,151-0063,35.6692948,139.6890016,ChIJe1lnARa6JhURIbwDGFYatHw
Shokudo Tanoshi,https://guide.michelin.com/en/osaka-region/osaka/restaurant/shokudo-tanoshi,selected,Osaka,Japan,"2F, Shin Daibiru, 1-2-1 Dojimahama, Kita-ku Osaka Osaka 530-0004 JPN",Osaka,Osaka,530-0004,34.6956854,135.4993014,ChIJ07x-vW3nAGARmBp2JSjh_CU
Shokudo Uchino,https://guide.michelin.com/en/osaka-region/osaka/restaurant/shokudo-uchino,selected,Osaka,Japan,"4F, 1-4-7 Dojima, Kita-ku Osaka Osaka 530-0003 JPN",Osaka,Osaka,530-0003,34.6960232,135.4977781,ChIJVVUZ-e3mAGARPjxBFm1go-I
Shokudo Uyuki,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/shokudo-uyuki,selected,Tokyo,Japan,"4-11-9 Asakusa, Taito-ku Tokyo Tokyo 111-0032 JPN",Tokyo,Tokyo,111-0032,35.7183431,139.796734,ChIJnQTdxCWPGGARzh9J8xDG6p4
Shuko Osaka Manpukudou,https://guide.michelin.com/en/osaka-region/osaka/restaurant/shuko-osaka-manpukudou,selected,Osaka,Japan,"3-4-14 Oimazatonishi, Higashinari-ku Osaka Osaka 537-0014 JPN",Osaka,Osaka,537-0014,40.7336156,-73.9916539,ChIJe8WrB5lZwokREBs3DZYJyKc
Shunka Nakamura,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/shunka-nakamura,selected,Tokyo,Japan,"2-11-7 Higashinihombashi, Chuo-ku Tokyo Tokyo 103-0004 JPN",Tokyo,Tokyo,103-0004,35.6623383,139.7294144,ChIJ1fKO1HmLGGAR16JOMIm7eSE
Shunzen Kiraku,https://guide.michelin.com/en/osaka-region/osaka/restaurant/shunzen-kiraku,selected,Osaka,Japan,"1-3-16 Tohei, Chuo-ku Osaka Osaka 542-0063 JPN",Osaka,Osaka,542-0063,34.6826672,135.5027486,ChIJMSohYB7nAGARTXr6nK7YrFw
Si Dining,https://guide.michelin.com/en/da-nang-region/da-nang_2984390/restaurant/si-dining,selected,Da Nang,Vietnam,"1 Giang Chau 2 Street, Khue My Ward, Ngu Hanh Son District Da Nang Da Nang Region 550000 VNM",Da Nang,Da Nang Region,550000,16.0301883,108.2380423,ChIJy3H3lqwXQjER_ZurvNoSwV0
Si Sawat,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/si-sawat,selected,Bangkok,Thailand,"Unit A1, Suwan Tower, 14/1 Soi Sathon 2, Si Lom, Bang Rak Bangkok Bangkok Region 10500 THA",Bangkok,Bangkok Region,10500,13.7260409,100.5418823,ChIJwWJFYkWf4jARP7qsoGwGqX4
Silva,https://guide.michelin.com/en/greater-london/london/restaurant/silva-1216957,selected,London,United Kingdom,"26-28 Bruton Place, Mayfair London Greater London W1J 6NG GBR",London,Greater London,W1J 6NG,51.5111611,-0.1448761999999999,ChIJ6Y3nMwAFdkgROoy8wqxJP-E
"Simone, Le Resto...",https://guide.michelin.com/en/ile-de-france/paris/restaurant/simone-le-resto,selected,Paris,France,33 boulevard Arago Paris Ile-de-France 75013 FRA,Paris,Ile-de-France,75013,48.8353249,2.3479007,ChIJaRiXpZRx5kcRhsLXbprNSxI
Simplicité,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/simplicite,selected,Tokyo,Japan,"2-17-13 Ebisunishi, Shibuya-ku Tokyo Tokyo 150-0021 JPN",Tokyo,Tokyo,150-0021,35.649062,139.70541,ChIJq6q-LFuLGGARGTXzTuJkYtQ
Sino,https://guide.michelin.com/en/greater-london/london/restaurant/sino,selected,London,United Kingdom,"7 All Saints Road, Notting Hill London Greater London W11 1HA GBR",London,Greater London,W11 1HA,51.5177681,-0.2037449999999999,ChIJi43VN2kRdkgR4c-wuiSxY9w
Six Portland Road,https://guide.michelin.com/en/greater-london/london/restaurant/six-portland-road,selected,London,United Kingdom,"6 Portland Road, Holland Park London Greater London W11 4LA GBR",London,Greater London,W11 4LA,51.507218,-0.2078789999999999,ChIJb7Pe-eYPdkgRCS9KuK5RoWk
"Sketch, The Gallery",https://guide.michelin.com/en/greater-london/london/restaurant/sketch-the-gallery,selected,London,United Kingdom,"9 Conduit Street, Mayfair London Greater London W1S 2XG GBR",London,Greater London,W1S 2XG,51.512693,-0.141529,ChIJa4btjyoFdkgRJAOdAdsAdbA
Small Dinner Club,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/small-dinner-club,selected,Bangkok,Thailand,"1109 Charoen Krung Road, Si Phraya, Bang Rak Bangkok Bangkok Region 10500 THA",Bangkok,Bangkok Region,10500,13.7282057,100.5160011,ChIJoc4dD3aZ4jAR8cIvFuqN2pE
Soan Mitate,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/soan-mitate,selected,Tokyo,Japan,"2F, 2-8-12 Azabujuban, Minato-ku Tokyo Tokyo 106-0045 JPN",Tokyo,Tokyo,106-0045,35.6554634,139.7342076,ChIJdT-GtaOLGGAR6-mamhbK0Fo
